,MoH,AL-21,M2,VT,WeN3,SWAN-1,SMA-27,E09F3,BRM9,congo,A8P,MK4,petro,CANT
PRC,8.0,8.0,8.0,9.0,3.0,8.0,13.0,7.0,5.0,6.0,6.0,8.0,5.0,6.0
"FtsX,MacB_PCD",8.0,7.0,10.0,7.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,10.0,5.0,2.0
UbiA,8.0,7.0,9.0,6.0,6.0,6.0,9.0,5.0,4.0,5.0,5.0,9.0,4.0,6.0
"HEAT_2,HEAT_PBS",7.0,5.0,8.0,5.0,3.0,7.0,4.0,5.0,2.0,5.0,2.0,8.0,3.0,4.0
Rubredoxin,7.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,3.0,5.0,3.0,5.0,3.0,4.0
Abi,7.0,4.0,12.0,4.0,9.0,4.0,4.0,5.0,10.0,7.0,6.0,12.0,6.0,5.0
CBFD_NFYB_HMF,7.0,3.0,7.0,8.0,3.0,3.0,8.0,4.0,3.0,3.0,3.0,7.0,3.0,3.0
Class_IIIsignal,7.0,7.0,7.0,8.0,6.0,8.0,8.0,7.0,6.0,9.0,7.0,7.0,5.0,6.0
Nitroreductase,7.0,4.0,7.0,7.0,0.0,6.0,9.0,2.0,3.0,3.0,4.0,7.0,3.0,2.0
DUF2769,7.0,4.0,7.0,5.0,0.0,7.0,7.0,3.0,3.0,2.0,2.0,7.0,3.0,3.0
HTH_3,7.0,4.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,4.0
zinc_ribbon_2,7.0,6.0,7.0,7.0,1.0,7.0,3.0,2.0,4.0,3.0,3.0,7.0,6.0,2.0
Rubrerythrin,7.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
"ABC_tran,DUF4162",7.0,5.0,6.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,6.0,6.0,5.0,5.0
Bac_luciferase,7.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,1.0
Methyltransf_11,7.0,2.0,6.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,3.0,2.0
Acetyltransf_1,7.0,5.0,8.0,5.0,7.0,5.0,5.0,3.0,6.0,4.0,7.0,8.0,6.0,9.0
Nitro_FeMo-Co,6.0,4.0,6.0,4.0,5.0,4.0,3.0,3.0,6.0,4.0,4.0,6.0,6.0,5.0
TauE,6.0,6.0,7.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,7.0,2.0,2.0
"Polysacc_synt,Polysacc_synt_C",6.0,5.0,9.0,5.0,3.0,4.0,6.0,4.0,3.0,4.0,2.0,9.0,3.0,4.0
TRAM,6.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0
STT3,6.0,2.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0
Phage_integrase,6.0,3.0,6.0,5.0,2.0,6.0,6.0,3.0,2.0,2.0,3.0,6.0,2.0,3.0
Cupin_2,6.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0
BPD_transp_1,6.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,7.0,3.0,4.0
HSP20,6.0,7.0,6.0,8.0,3.0,4.0,9.0,4.0,3.0,2.0,4.0,6.0,3.0,2.0
PMT_2,6.0,6.0,9.0,4.0,2.0,15.0,6.0,3.0,8.0,3.0,7.0,9.0,5.0,3.0
DegT_DnrJ_EryC1,6.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0
"MFS_1,Sugar_tr",6.0,3.0,6.0,6.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,6.0,1.0,1.0
"AIRS,AIRS_C",6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Peripla_BP_2,6.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0
GyrI-like,5.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0
"SecD_SecF,Sec_GG",5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0
DUF308,5.0,4.0,5.0,5.0,7.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,7.0
AA_permease_2,5.0,2.0,3.0,8.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0
SNARE_assoc,5.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,5.0,1.0,1.0
MtrA,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
PG_binding_1,5.0,0.0,4.0,0.0,1.0,3.0,0.0,5.0,3.0,5.0,4.0,4.0,1.0,0.0
"DUF1724,HTH_5",5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0
LCM,5.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0
Amidohydro_1,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Oxidored_nitro,5.0,9.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0
Aminotran_1_2,5.0,7.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
Flavin_Reduct,5.0,1.0,7.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,7.0,2.0,1.0
"Beta_helix,Big_2,Big_5,CHB_HEX_C_1,PKD,PMBR,PQQ_3",5.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0
"Molybdop_Fe4S4,Molybdopterin,Molydop_binding",5.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
Flavodoxin_5,5.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
"FmdE,zf-dskA_traR",5.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0
DUF169,5.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,4.0,4.0,5.0,6.0,2.0,3.0
PALP,5.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0
Abhydrolase_1,5.0,1.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0
TP_methylase,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
YdjM,5.0,5.0,5.0,4.0,2.0,3.0,5.0,7.0,3.0,5.0,3.0,5.0,3.0,4.0
"B12-binding,Radical_SAM",5.0,3.0,6.0,6.0,4.0,3.0,9.0,5.0,5.0,4.0,5.0,6.0,6.0,1.0
CbiQ,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0
Metallophos_2,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
GXGXG,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Pribosyltran,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
"GHMP_kinases_C,GHMP_kinases_N",4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
"Fer4_12,Radical_SAM",4.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0
Peptidase_S24,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0
"Abhydrolase_1,Abhydrolase_6",4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0
SpoIIM,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0
Alba,4.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
"Hemerythrin,PRC,ScdA_N",4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
CCG,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
"GAF,GAF_2,GAF_3,HATPase_c,HisKA,HisKA_4TM,PAS,PAS_3,PAS_4,PAS_9",4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"Hexapep,Hexapep_2",4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0
MatE,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0
SIS,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
P-II,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,7.0
"Big_5,DUF4015,PMBR,Transglut_core",4.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0
"GAF,GAF_2,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_9",4.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
DUF2115,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0
YbjQ_1,4.0,4.0,4.0,3.0,6.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0
MotA_ExbB,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0
AA_kinase,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Epimerase,4.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0
ABC2_membrane,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0
NTP_transf_2,4.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,3.0,5.0,7.0,4.0
PfkB,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0
Methyltransf_25,4.0,2.0,6.0,4.0,3.0,3.0,5.0,3.0,6.0,3.0,6.0,6.0,4.0,2.0
Oxidored_q6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
LPG_synthase_TM,4.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
CbiM,4.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0
"HTH_20,HTH_5",4.0,3.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,5.0,4.0,2.0
Glyphos_transf,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
TPP_enzyme_C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
AAA_17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
HIT,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
"Glyco_trans_1_2,Glycos_transf_2",3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
Putative_PNPOx,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0
Zn_dep_PLPC,3.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0
"Aldo_ket_red,Fer4_17",3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,1.0
DUF3892,3.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
DUF11,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0
NiFeSe_Hases,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
TatD_DNase,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
DUF1616,3.0,3.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0
RibD_C,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
HD,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
"DUF2795,PRC",3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"AAA_31,CbiA,ParA",3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0
CTP_transf_like,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
His_biosynth,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0
RHH_6,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
"Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C",3.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0
HEPN,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0
DJ-1_PfpI,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0
Acetyltransf_3,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
PIN,3.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,1.0,3.0
DUF362,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0
DUF2149,3.0,3.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0
DUF86,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0
ATPase_2,3.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
DUF488,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0
"Beta_helix,Big_3_5",3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"TrkA_C,TrkA_N",3.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
DUF2206,3.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0
Glycos_transf_1,3.0,3.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0
HAD_2,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
Pyridox_ox_2,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
Hjc,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0
TrmB,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0
DUF1211,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,6.0,1.0,3.0,4.0,3.0,1.0
"Big_5,Chlam_PMP",3.0,3.0,3.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
STAS,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0
Peptidase_C39,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
MazE_antitoxin,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0
Pyridoxal_deC,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0
"PHP,PHP_C",3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0
"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N",3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,5.0
AP_endonuc_2,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
Rhodanese,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0
Mur_ligase_M,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
Aminotran_3,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0
CDP-OH_P_transf,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"Metallophos,Metallophos_2",3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,6.0,3.0,4.0,3.0
DUF2142,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0
"AMP-binding,AMP-binding_C",3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
GATase,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"BAT,GAF_2,HATPase_c,HTH_10,HisKA,HisKA_2,PAS_4,PAS_9,Response_reg",3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
UPF0066,3.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0
"ABC_membrane,ABC_tran",3.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0
"Methyltransf_11,Methyltransf_25,Methyltransf_31",3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
NTP_transf_3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"E1-E2_ATPase,Hydrolase",3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0
EamA,3.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
CbiA,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0
"MoCF_biosynth,MoeA_C,MoeA_N",3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
DUF2207,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
"Fer4,Fer4_17,FrhB_FdhB_C,FrhB_FdhB_N",3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Sortase,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0
"PFOR_II,POR_N",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N",3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
Aminotran_5,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0
HxlR,3.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0
"HATPase_c,HisKA_2,PAS,PAS_3,PAS_4,PAS_9,Response_reg",3.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0
MCR_D,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0
"ATP-cone,Mrr_cat",3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0
"Ribosomal_L2,Ribosomal_L2_C",3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PsbP,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
Fer4_8,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
"Anticodon_1,tRNA-synt_1",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"CHASE4,GAF_2,HAMP,HATPase_c,HisKA,PAS_4,PAS_9,Response_reg,sCache_3_3",3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"Beta_helix,NosD",3.0,2.0,2.0,0.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
AAA,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0
POR,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Methyltransf_31,3.0,4.0,3.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0
"Dimerisation2,Methyltransf_2",3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
ParA,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
DUF134,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
RNA_binding,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NAS,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"Glyco_transf_20,Trehalose_PPase",2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
ATPase,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
"PAS,PAS_4,PAS_9,PadR,Response_reg",2.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0
DUF2097,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
T2SSF,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
FmdE,2.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0
HATPase_c_2,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0
"Hemerythrin,PRC",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"CHASE4,HATPase_c,HisKA_2,PAS_9",2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"DUF108,NAD_binding_3",2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
